name,base_upload_limit,can_approve_posts,can_upload_free,created_at,id,inviter_id,is_banned,is_super_voter,level,level_string,name,note_update_count,post_update_count,post_upload_count,post_deletion_count,deletion_ratio,deletion_ratio_percentile
Nonsense101,50,False,True,2009-07-16T22:01:22.531-04:00,143187,1,False,False,32,Builder,Nonsense101,4556,17110,11546,32.0,0.002771522605231249,0.8303747534516766
pulsr,50,False,True,2009-07-13T10:39:18.843-04:00,138960,1,False,False,32,Builder,pulsr,7,843,343,18.0,0.052478134110787174,0.09467455621301779
Kadoya,50,False,True,2009-07-11T00:03:51.845-04:00,136247,1,False,False,32,Builder,Kadoya,309,34055,26962,163.0,0.006045545582671908,0.6844181459566074
freefunctor,50,False,True,2009-07-10T17:39:15.806-04:00,135880,1309,False,False,32,Builder,freefunctor,5,4234,1550,10.0,0.0064516129032258064,0.665680473372781
Bernkastel-Chan,50,False,True,2009-07-09T08:09:29.420-04:00,134235,1002,False,False,32,Builder,Bernkastel-Chan,308,2252,779,29.0,0.037227214377406934,0.15779092702169628
Gauron1786,50,False,True,2009-07-08T13:33:20.508-04:00,133311,13392,False,False,32,Builder,Gauron1786,88,31969,19566,461.0,0.023561279771031382,0.2761341222879684
Sward,50,False,True,2009-07-08T08:12:08.740-04:00,132961,615,False,False,32,Builder,Sward,761,318,171,3.0,0.017543859649122806,0.3747534516765286
Qpax,50,True,True,2009-07-07T03:31:34.009-04:00,131474,13392,False,False,32,Builder,Qpax,314,36653,15627,236.0,0.015102066935432265,0.42998027613412226
ppizzapie,50,False,True,2009-07-06T23:46:49.984-04:00,131377,615,False,False,32,Builder,ppizzapie,16,2607,1804,26.0,0.014412416851441241,0.44773175542406307
Albelnox007,50,False,True,2009-07-06T19:21:08.792-04:00,131070,1309,False,False,32,Builder,Albelnox007,24,4416,466,27.0,0.05793991416309013,0.07495069033530577
shoujo-ai_otaku,50,False,True,2009-07-01T18:35:24.438-04:00,124852,1,False,False,32,Builder,shoujo-ai_otaku,153,1507,25,2.0,0.08,0.02564102564102566
Rampardos,50,False,True,2009-06-29T14:43:24.934-04:00,121913,1,False,False,32,Builder,Rampardos,14448,20916,2508,56.0,0.022328548644338118,0.2938856015779092
theadonicus,50,False,True,2009-06-26T23:56:53.299-04:00,117798,1,False,False,32,Builder,theadonicus,132,15365,3638,138.0,0.03793293018141836,0.14990138067061143
MissYuu,50,False,True,2009-06-25T14:34:31.322-04:00,115487,1,False,False,32,Builder,MissYuu,10,2627,1441,94.0,0.0652324774462179,0.05128205128205132
user_115224,50,False,True,2009-06-25T11:41:38.596-04:00,115224,1,False,False,32,Builder,user_115224,417,30550,8193,143.0,0.017453924081533016,0.37869822485207105
Death_Usagi,50,False,True,2009-06-23T20:45:09.341-04:00,112960,1,False,False,32,Builder,Death_Usagi,410,6791,3967,78.0,0.019662213259389966,0.33136094674556216
Elektronik,50,False,True,2009-06-23T14:12:31.669-04:00,112314,360629,False,False,32,Builder,Elektronik,121,7527,2466,15.0,0.006082725060827251,0.6824457593688362
Thömas,50,False,True,2009-06-21T18:00:43.909-04:00,111572,13392,False,False,32,Builder,Thömas,13,6252,1924,42.0,0.02182952182952183,0.3037475345167653
ninryu,50,False,True,2009-06-18T10:16:58.850-04:00,111335,1,False,False,32,Builder,ninryu,193,15397,4097,130.0,0.03173053453746644,0.2090729783037475
Pianist,50,False,True,2009-06-08T11:46:31.596-04:00,110681,1,False,False,32,Builder,Pianist,2412,4739,557,17.0,0.03052064631956912,0.21499013806706113
Eleven,50,False,True,2009-06-07T15:32:55.959-04:00,110626,12866,False,False,32,Builder,Eleven,0,5661,4287,40.0,0.009330534173081408,0.5641025641025641
HNTI,50,False,True,2009-05-30T01:51:01.238-04:00,110107,13392,False,False,32,Builder,HNTI,3,34554,11416,704.0,0.06166783461807989,0.06311637080867849
Coconut,50,False,True,2009-03-30T14:46:53.440-04:00,106261,1002,False,False,32,Builder,Coconut,3339,5148,1480,7.0,0.00472972972972973,0.757396449704142
denim.c,50,False,True,2009-03-28T23:24:11.807-04:00,106151,1309,False,False,32,Builder,denim.c,17,3222,360,6.0,0.016666666666666666,0.4003944773175543
Regelii,50,False,True,2009-03-22T01:05:45.596-04:00,105696,20020,False,False,32,Builder,Regelii,6,504,263,2.0,0.0076045627376425855,0.6252465483234714
cleartailcat,50,False,True,2009-03-08T21:15:34.433-04:00,104965,288549,False,False,32,Builder,cleartailcat,132,1520,736,10.0,0.01358695652173913,0.4536489151873767
fallen_angel,50,False,True,2009-02-27T08:48:39.787-05:00,104473,1309,False,False,32,Builder,fallen_angel,0,7743,3953,91.0,0.02302049076650645,0.28205128205128205
4get,50,False,True,2009-02-26T01:24:30.720-05:00,104404,1309,False,False,32,Builder,4get,54,8966,3178,22.0,0.006922592825676526,0.6390532544378698
staticphrase,50,False,True,2009-02-22T04:08:40.553-05:00,104165,1,False,False,32,Builder,staticphrase,74,9823,5100,98.0,0.019215686274509803,0.3412228796844181
TheodoricBlood,50,True,True,2009-02-21T17:33:30.178-05:00,104143,360629,False,False,32,Builder,TheodoricBlood,68,16502,10681,540.0,0.05055706394532347,0.10059171597633132
Tora_Gari,50,False,True,2009-02-05T08:14:34.967-05:00,103179,1,False,False,32,Builder,Tora_Gari,0,0,0,0.0,0.0,0.9625246548323472
alicemaiwaifu,50,False,True,2009-01-24T04:29:05.985-05:00,102486,360629,False,False,32,Builder,alicemaiwaifu,7,2146,790,8.0,0.010126582278481013,0.5285996055226825
Arantheus,50,False,True,2009-01-17T17:29:34.056-05:00,102116,360629,False,False,32,Builder,Arantheus,164,26526,17147,53.0,0.003090919694407185,0.8185404339250493
Nooking,50,False,True,2009-01-15T18:49:45.279-05:00,102023,12866,False,False,32,Builder,Nooking,0,255,65,0.0,0.0,0.9625246548323472
PechapaiLoli,50,False,True,2009-01-11T07:39:41.619-05:00,101780,1309,False,False,32,Builder,PechapaiLoli,96,2111,752,1.0,0.0013297872340425532,0.8994082840236687
user_101644,50,False,True,2009-01-08T12:18:34.559-05:00,101644,1309,False,False,32,Builder,user_101644,7,11421,3639,54.0,0.01483924154987634,0.4378698224852071
tenkai,50,False,True,2009-01-04T23:57:04.240-05:00,101426,1,False,False,32,Builder,tenkai,186,2944,1347,6.0,0.004454342984409799,0.7712031558185404
feldt,50,False,True,2009-01-04T06:22:35.189-05:00,101372,1309,False,False,32,Builder,feldt,79,28590,1867,2.0,0.0010712372790573112,0.9092702169625246
photonlancer,50,False,True,2008-12-05T11:27:24.729-05:00,99835,140,False,False,32,Builder,photonlancer,0,2654,1533,24.0,0.015655577299412915,0.4181459566074951
kobun,50,False,True,2008-12-04T13:52:12.797-05:00,99791,1,False,False,32,Builder,kobun,0,4630,4294,41.0,0.009548206800186306,0.5562130177514792
Tieria,50,False,True,2008-11-24T19:09:23.581-05:00,99285,360629,False,False,32,Builder,Tieria,136,4765,1735,6.0,0.00345821325648415,0.7948717948717949
dandan,50,False,True,2008-11-24T12:36:51.785-05:00,99269,360629,False,False,32,Builder,dandan,12,4801,1446,33.0,0.022821576763485476,0.2859960552268245
DrLove,50,False,True,2008-11-24T07:37:36.112-05:00,99262,1,False,False,32,Builder,DrLove,2,2755,1501,19.0,0.012658227848101266,0.4694280078895463
konstargirl,50,False,True,2008-11-15T03:40:41.817-05:00,98814,1,False,False,32,Builder,konstargirl,0,1397,448,24.0,0.05357142857142857,0.09270216962524658
Lalaca,50,False,True,2008-11-09T13:50:18.850-05:00,98579,12866,False,False,32,Builder,Lalaca,4603,4426,0,0.0,0.0,0.9625246548323472
Lunar,50,False,True,2008-10-30T11:17:32.872-04:00,98125,1309,False,False,32,Builder,Lunar,0,334,270,4.0,0.014814814814814815,0.43984220907297833
chuck_tesla,50,False,True,2008-10-19T20:24:14.579-04:00,97639,1,False,False,32,Builder,chuck_tesla,441,6456,1583,42.0,0.026531901452937462,0.24852071005917165
Fred1515,50,False,True,2008-10-14T08:43:07.241-04:00,97403,615,False,False,32,Builder,Fred1515,12,18867,2363,49.0,0.02073635209479475,0.31163708086785014
Granola,50,False,True,2008-10-04T20:39:42.428-04:00,97011,1,False,False,32,Builder,Granola,290,15665,4324,81.0,0.018732654949121186,0.34911242603550297
Melkior,50,False,True,2008-10-02T10:28:54.571-04:00,96896,1,False,False,32,Builder,Melkior,0,1529,552,51.0,0.09239130434782608,0.01972386587771202
xctman,50,False,True,2008-09-21T00:35:21.884-04:00,96381,1,False,False,32,Builder,xctman,65,3639,566,35.0,0.061837455830388695,0.06114398422090728
bad_mongo,50,False,True,2008-09-09T19:02:18.613-04:00,95963,13392,False,False,32,Builder,bad_mongo,366,42369,12227,625.0,0.051116381778032224,0.0986193293885601
Herrmobel,50,False,True,2008-08-25T06:00:30.177-04:00,95414,615,False,False,32,Builder,Herrmobel,28,40893,20259,405.0,0.019991115059973346,0.3234714003944773
neehl,50,False,True,2008-08-11T14:04:40.451-04:00,94926,12866,False,False,32,Builder,neehl,0,1845,702,7.0,0.009971509971509971,0.5384615384615384
Omegamagnum,50,False,True,2008-08-08T21:42:17.714-04:00,94838,360629,False,False,32,Builder,Omegamagnum,26,8557,4893,158.0,0.03229102799918251,0.20118343195266275
Jigster,50,False,True,2008-08-06T18:42:22.877-04:00,94777,1309,False,False,32,Builder,Jigster,0,1891,1014,12.0,0.011834319526627219,0.4812623274161736
Pilperi,50,False,True,2008-07-23T04:29:24.135-04:00,94336,11672,False,False,32,Builder,Pilperi,52,2277,448,11.0,0.024553571428571428,0.26824457593688367
Sun-Wukong,50,False,True,2008-07-10T22:48:00.890-04:00,93944,140,False,False,32,Builder,Sun-Wukong,533,415,246,34.0,0.13821138211382114,0.007889546351084853
908749,50,False,True,2008-06-22T21:51:01.712-04:00,89939,615,False,False,32,Builder,908749,31,1451,157,0.0,0.0,0.9625246548323472
Hillside_Moose,50,True,True,2008-06-13T23:09:26.938-04:00,85307,1,False,False,50,Admin,Hillside_Moose,672,883204,4821,42.0,0.008711885500933417,0.5857988165680473
WakuWaku,50,False,True,2008-06-13T16:11:02.723-04:00,85155,22,False,False,32,Builder,WakuWaku,67,4498,303,2.0,0.006600660066006601,0.6528599605522682
Syque,50,False,True,2008-06-10T17:31:07.708-04:00,83524,1,False,False,32,Builder,Syque,4648,927,2,1.0,0.5,0.0
francesca-tan,50,False,True,2008-06-07T17:48:09.881-04:00,82284,1309,False,False,32,Builder,francesca-tan,8,1713,1079,36.0,0.033364226135310475,0.18540433925049304
hytone,50,False,True,2008-06-06T02:05:02.724-04:00,81576,126,False,False,32,Builder,hytone,12,625,203,15.0,0.07389162561576355,0.0315581854043393
CodeKyuubi,50,False,True,2008-06-05T10:04:36.897-04:00,81291,1309,False,False,32,Builder,CodeKyuubi,272,58159,25098,149.0,0.0059367280261375405,0.6923076923076923
zweihander2,50,False,True,2008-06-04T20:24:43.662-04:00,81054,1,False,False,32,Builder,zweihander2,6,1242,683,28.0,0.040995607613469986,0.13806706114398426
TheExtreme,50,False,True,2008-06-03T05:46:35.759-04:00,80305,1,False,False,32,Builder,TheExtreme,8,857,492,15.0,0.03048780487804878,0.21696252465483234
UnChocolate,50,False,True,2008-06-02T07:30:23.536-04:00,79844,1,False,False,32,Builder,UnChocolate,522,14445,10930,115.0,0.010521500457456541,0.52465483234714
Roderic,50,False,True,2008-06-01T06:28:13.886-04:00,79320,1309,False,False,32,Builder,Roderic,171,841,168,12.0,0.07142857142857142,0.03747534516765283
abcadeff,50,False,True,2008-05-27T20:23:55.591-04:00,77217,20119,False,False,32,Builder,abcadeff,0,2907,549,6.0,0.01092896174863388,0.514792899408284
Frederika,50,False,True,2008-05-26T10:38:04.507-04:00,76407,22,False,False,32,Builder,Frederika,23,1115,663,47.0,0.07088989441930618,0.041420118343195256
cnmanx,50,True,True,2008-05-25T13:52:41.970-04:00,75952,360629,False,False,32,Builder,cnmanx,5,2910,810,15.0,0.018518518518518517,0.3589743589743589
hamaan333,50,False,True,2008-05-24T19:45:10.664-04:00,75545,1,False,False,32,Builder,hamaan333,0,285,198,2.0,0.010101010101010102,0.5305719921104537
DeusExCalamus,50,False,True,2008-05-24T07:32:02.809-04:00,75306,13392,False,False,32,Builder,DeusExCalamus,438,14812,11657,172.0,0.014755082782877241,0.44378698224852076
道士英,50,False,True,2008-05-22T19:07:02.200-04:00,74713,1002,False,False,32,Builder,道士英,2,566,259,3.0,0.011583011583011582,0.4891518737672583
Strider,50,False,True,2008-05-17T04:48:38.326-04:00,71792,1,False,False,32,Builder,Strider,0,1004,502,32.0,0.06374501992031872,0.053254437869822535
zigzag,50,True,True,2008-05-13T23:52:58.133-04:00,69681,360629,False,False,32,Builder,zigzag,89,47688,1425,2.0,0.0014035087719298245,0.893491124260355
Xephina,50,False,True,2008-05-10T22:56:15.702-04:00,67005,12866,False,False,32,Builder,Xephina,59,17692,5302,100.0,0.01886080724254998,0.34714003944773175
loenthk,50,False,True,2008-05-08T15:14:07.843-04:00,65836,1309,False,False,32,Builder,loenthk,33,968,665,18.0,0.02706766917293233,0.23668639053254437
Monoz_,50,False,True,2008-05-07T08:26:36.973-04:00,64655,1309,False,False,32,Builder,Monoz_,0,4390,310,6.0,0.01935483870967742,0.33333333333333337
eidolon,50,True,True,2008-05-06T17:10:59.947-04:00,63502,360629,False,False,32,Builder,eidolon,70,8998,988,14.0,0.01417004048582996,0.4497041420118343
RisaMadara,50,False,True,2008-05-06T14:19:08.506-04:00,63184,1,False,False,32,Builder,RisaMadara,137,1174,217,23.0,0.10599078341013825,0.011834319526627168
v571866,50,True,True,2008-05-06T06:27:09.054-04:00,62191,360629,False,False,32,Builder,v571866,176,22227,14539,136.0,0.009354150904463857,0.5601577909270217
hillalillanana,50,False,True,2008-05-06T04:31:36.524-04:00,61973,22,False,False,32,Builder,hillalillanana,0,600,374,21.0,0.05614973262032086,0.08284023668639051
kanatyanko,50,False,True,2008-05-05T21:33:27.389-04:00,61214,1,False,False,32,Builder,kanatyanko,20,12827,6319,73.0,0.011552460832410192,0.49112426035502954
Elfenus,50,False,True,2008-05-03T14:42:37.678-04:00,60989,1,False,False,32,Builder,Elfenus,28,34175,1710,27.0,0.015789473684210527,0.41420118343195267
Ranranrun,50,False,True,2008-04-28T21:50:09.964-04:00,60773,10676,False,False,32,Builder,Ranranrun,101,1098,289,12.0,0.04152249134948097,0.13412228796844183
Specck,50,False,True,2008-04-23T09:00:32.797-04:00,60523,22,False,False,32,Builder,Specck,0,224,119,7.0,0.058823529411764705,0.07001972386587774
glasnost,50,False,True,2008-04-18T08:36:26.704-04:00,60288,615,False,False,32,Builder,glasnost,20763,6361,961,19.0,0.019771071800208116,0.32741617357001973
DschingisKhan,50,False,True,2008-03-29T19:07:42.267-04:00,60134,9473,False,False,32,Builder,DschingisKhan,403,11003,1446,30.0,0.02074688796680498,0.3096646942800789
kyoh_,50,True,True,2008-03-24T21:31:47.070-04:00,59923,360629,False,False,32,Builder,kyoh_,37,8278,1552,4.0,0.002577319587628866,0.8441814595660749
biscuit1000,50,False,True,2008-03-24T14:17:41.626-04:00,59906,140,False,False,32,Builder,biscuit1000,0,866,526,12.0,0.022813688212927757,0.2879684418145957
Katzbalger,50,False,True,2008-03-21T10:57:50.555-04:00,59786,10676,False,False,32,Builder,Katzbalger,1,554,434,2.0,0.004608294930875576,0.7633136094674556
Jigsy,50,False,True,2008-03-17T20:22:11.737-04:00,59648,1309,False,False,32,Builder,Jigsy,111,11531,6524,52.0,0.00797057020232986,0.611439842209073
Tenebrous,50,False,True,2008-03-05T06:26:21.992-05:00,58866,1,False,False,32,Builder,Tenebrous,224,2969,2167,159.0,0.07337332718043378,0.0335305719921104
Jarlath,50,False,True,2008-03-01T18:21:19.365-05:00,56947,85307,False,False,32,Builder,Jarlath,3687,20760,11121,38.0,0.0034169589065731498,0.796844181459566
lxs,50,False,True,2008-03-01T08:24:33.138-05:00,56694,1309,False,False,32,Builder,lxs,60,12584,10059,114.0,0.011333134506412169,0.504930966469428
cleg,50,False,True,2008-03-01T06:43:43.843-05:00,56644,1,False,False,32,Builder,cleg,0,560,239,17.0,0.07112970711297072,0.03944773175542404
OverCloudBeagle,50,False,True,2008-02-29T11:14:16.643-05:00,56186,9860,False,False,32,Builder,OverCloudBeagle,1073,4516,1911,12.0,0.006279434850863423,0.6745562130177515
Soneg,50,False,True,2008-02-29T08:43:11.597-05:00,56146,12866,False,False,32,Builder,Soneg,0,2282,904,31.0,0.034292035398230086,0.1775147928994083
seabook,50,False,True,2008-02-28T19:54:30.598-05:00,55885,7624,False,False,32,Builder,seabook,3607,5547,459,3.0,0.006535947712418301,0.6577909270216962
TRAVISTOUCHDOWN,50,False,True,2008-02-26T12:30:19.625-05:00,54615,1309,False,False,32,Builder,TRAVISTOUCHDOWN,0,202,84,2.0,0.023809523809523808,0.2741617357001972
S1eth,50,False,True,2008-02-25T10:28:10.949-05:00,53985,615,False,False,32,Builder,S1eth,2897,107075,235,4.0,0.01702127659574468,0.388560157790927
Slayze,50,False,True,2008-02-25T00:57:22.803-05:00,53755,1002,False,False,32,Builder,Slayze,1403,1499,152,2.0,0.013157894736842105,0.45759368836291914
ultima,50,True,True,2008-02-24T22:28:47.683-05:00,53693,360629,False,False,32,Builder,ultima,0,3952,248,8.0,0.03225806451612903,0.20315581854043396
firechikara,50,False,True,2008-02-24T08:22:09.493-05:00,53293,1,False,False,32,Builder,firechikara,40053,29103,7539,24.0,0.0031834460803820135,0.8126232741617356
tomomaru,50,False,True,2008-02-24T07:17:58.549-05:00,53264,20119,False,False,32,Builder,tomomaru,4,2253,1551,87.0,0.05609284332688588,0.08481262327416172
evazion,50,False,True,2008-02-23T08:41:04.600-05:00,52664,140,False,False,32,Builder,evazion,197,328858,3676,30.0,0.008161044613710556,0.6035502958579881
一声,50,False,True,2008-02-21T21:33:29.976-05:00,51852,140,False,False,32,Builder,一声,347,457,90,3.0,0.03333333333333333,0.18737672583826426
RiderFan,50,True,True,2008-02-21T08:31:17.334-05:00,51538,360629,False,False,32,Builder,RiderFan,1085,144933,2364,48.0,0.02030456852791878,0.3195266272189349
dereyoruk,50,False,True,2008-02-18T10:34:34.638-05:00,49984,10676,False,False,32,Builder,dereyoruk,51,25029,18455,59.0,0.0031969655919804932,0.8106508875739645
recklessfirex,50,False,True,2008-02-17T21:19:36.907-05:00,49628,288549,False,False,32,Builder,recklessfirex,35330,13043,8113,11.0,0.0013558486379884136,0.8974358974358975
nanami,50,False,True,2008-02-17T00:49:49.037-05:00,49091,360629,False,False,32,Builder,nanami,2168,145381,82454,3767.0,0.04568607951100007,0.12426035502958577
10half,50,False,True,2008-02-14T17:00:43.203-05:00,47806,20119,False,False,32,Builder,10half,1529,9286,1899,75.0,0.03949447077409163,0.145956607495069
rabidcrayon,50,False,True,2008-02-12T15:51:48.650-05:00,46740,615,False,False,32,Builder,rabidcrayon,0,2405,627,23.0,0.03668261562998405,0.1617357001972387
user_45515,50,False,True,2008-02-10T12:43:47.760-05:00,45515,615,False,False,32,Builder,user_45515,78,2588,892,1.0,0.0011210762331838565,0.9072978303747534
Kayako,50,False,True,2008-02-09T07:05:28.888-05:00,44748,140,False,False,32,Builder,Kayako,21,40406,422,8.0,0.018957345971563982,0.34516765285996054
ice73,50,False,True,2008-02-07T07:45:32.746-05:00,43677,1309,False,False,32,Builder,ice73,290,9751,1940,48.0,0.024742268041237112,0.26627218934911245
Ayayaya,50,False,True,2008-02-07T01:20:29.978-05:00,43570,140,False,False,32,Builder,Ayayaya,1,1223,629,1.0,0.001589825119236884,0.883629191321499
haku-desu,50,True,True,2008-02-01T07:12:47.261-05:00,40414,360629,False,False,32,Builder,haku-desu,5,5444,2298,74.0,0.03220191470844212,0.20512820512820518
headache16,50,False,True,2008-01-31T21:34:00.360-05:00,40225,1309,False,False,32,Builder,headache16,45,983,448,12.0,0.026785714285714284,0.242603550295858
Action_Kamen,50,False,True,2008-01-30T07:31:40.780-05:00,39411,1,False,False,32,Builder,Action_Kamen,0,29645,15720,1083.0,0.06889312977099236,0.047337278106508895
john1980,50,False,True,2008-01-30T01:05:23.396-05:00,39276,140,False,False,32,Builder,john1980,15322,78386,20079,118.0,0.005876786692564371,0.6962524654832347
Aurelia,50,False,True,2008-01-26T18:53:45.154-05:00,37466,1309,False,False,32,Builder,Aurelia,0,3776,1474,4.0,0.0027137042062415195,0.8402366863905325
reese,50,False,True,2008-01-25T12:06:37.503-05:00,36716,12866,False,False,32,Builder,reese,582,35602,5749,11.0,0.0019133762393459732,0.8698224852071006
Vu,50,False,True,2008-01-25T01:29:07.327-05:00,36470,1,False,False,32,Builder,Vu,9,2510,185,6.0,0.032432432432432434,0.19921104536489154
chou,50,False,True,2008-01-25T00:37:34.787-05:00,36459,1,False,False,32,Builder,chou,40,311,254,7.0,0.027559055118110236,0.2287968441814595
pkmntrainer7,50,False,True,2008-01-23T18:45:05.660-05:00,35874,360629,False,False,32,Builder,pkmntrainer7,0,6658,6090,133.0,0.021839080459770115,0.29980276134122286
Garuda,50,False,True,2008-01-23T07:35:02.742-05:00,35636,1,False,False,32,Builder,Garuda,521,6607,2559,5.0,0.0019538882375928096,0.8678500986193294
Sierain,50,False,True,2008-01-21T04:47:27.025-05:00,34472,1,False,False,32,Builder,Sierain,0,248,138,11.0,0.07971014492753623,0.027613412228796874
Suzuki,50,False,True,2008-01-20T23:48:48.223-05:00,34355,1309,False,False,32,Builder,Suzuki,0,14114,2704,49.0,0.018121301775147928,0.36489151873767256
hitokage,50,False,True,2008-01-20T22:15:44.871-05:00,34312,22,False,False,32,Builder,hitokage,0,4020,2149,21.0,0.009771986970684038,0.5502958579881656
Inferno,50,False,True,2008-01-18T11:15:10.972-05:00,32756,1309,False,False,32,Builder,Inferno,6028,105190,598,6.0,0.010033444816053512,0.5345167652859961
Ars,50,False,True,2008-01-17T11:14:21.727-05:00,32251,615,False,False,32,Builder,Ars,1440,61173,33637,24.0,0.0007135000148645837,0.9171597633136095
Pitch,50,False,True,2008-01-17T00:31:20.932-05:00,32025,1309,False,False,32,Builder,Pitch,639,1972,367,4.0,0.010899182561307902,0.5167652859960552
Pickie,50,False,True,2008-01-15T17:24:10.594-05:00,31404,1309,False,False,32,Builder,Pickie,19,3373,2556,85.0,0.03325508607198748,0.18934911242603547
Miluda,50,False,True,2008-01-15T03:07:45.853-05:00,31086,140,False,False,32,Builder,Miluda,328,387,198,0.0,0.0,0.9625246548323472
Mysterio006,50,False,True,2008-01-13T19:50:26.494-05:00,30466,22,False,False,32,Builder,Mysterio006,3861,27190,13933,134.0,0.009617454963037394,0.554240631163708
Teclo,50,False,True,2008-01-13T14:23:01.286-05:00,30333,1,False,False,32,Builder,Teclo,1413,4323,1767,22.0,0.01245048104131296,0.47337278106508873
user_30290,50,False,True,2008-01-13T12:33:58.242-05:00,30290,11672,False,False,32,Builder,user_30290,48,7623,1395,14.0,0.01003584229390681,0.5325443786982249
Doragonn,50,False,True,2008-01-13T01:33:34.369-05:00,30072,1309,False,False,32,Builder,Doragonn,607,93505,35794,137.0,0.003827457115717718,0.7869822485207101
Gvenvivar,50,False,True,2008-01-12T11:53:02.944-05:00,29717,1,False,False,32,Builder,Gvenvivar,0,472,305,4.0,0.013114754098360656,0.4635108481262328
MugiMugi,50,False,True,2008-01-12T11:45:35.564-05:00,29709,10676,False,False,32,Builder,MugiMugi,0,1691,100,0.0,0.0,0.9625246548323472
user_29689,50,False,True,2008-01-12T10:49:34.897-05:00,29689,140,False,False,32,Builder,user_29689,0,5078,297,5.0,0.016835016835016835,0.39644970414201186
lemontree,50,False,True,2008-01-11T23:03:35.568-05:00,29401,1309,False,False,32,Builder,lemontree,1540,1053,628,11.0,0.01751592356687898,0.37672583826429984
Befgrek,50,False,True,2008-01-11T16:45:50.410-05:00,29249,1309,False,False,32,Builder,Befgrek,2882,1712,836,4.0,0.004784688995215311,0.7554240631163708
yumsha,50,False,True,2008-01-11T07:48:58.934-05:00,29004,9860,False,False,32,Builder,yumsha,0,1825,216,10.0,0.046296296296296294,0.12228796844181455
Soljashy,50,False,True,2008-01-09T23:22:22.625-05:00,28220,140,False,False,32,Builder,Soljashy,24897,3130,359,8.0,0.022284122562674095,0.29585798816568043
Phinichi,50,False,True,2008-01-09T07:10:57.278-05:00,27817,12866,False,False,32,Builder,Phinichi,5,2774,369,0.0,0.0,0.9625246548323472
Shebadotfr,50,False,True,2008-01-08T21:17:12.744-05:00,27572,13392,False,False,32,Builder,Shebadotfr,24,3823,2429,152.0,0.06257719226018937,0.059171597633136064
Tolone,50,False,True,2008-01-08T19:37:21.030-05:00,27529,1,False,False,32,Builder,Tolone,0,3035,932,20.0,0.02145922746781116,0.3076923076923077
StorminNorman,50,False,True,2008-01-08T10:24:15.662-05:00,27222,1309,False,False,32,Builder,StorminNorman,0,15286,2178,12.0,0.005509641873278237,0.7140039447731755
robot_touch,50,False,True,2008-01-07T16:44:37.087-05:00,26715,22,False,False,32,Builder,robot_touch,0,0,0,0.0,0.0,0.9625246548323472
morbo,50,False,True,2008-01-03T07:57:29.604-05:00,25912,9929,False,False,32,Builder,morbo,0,378,280,8.0,0.02857142857142857,0.2248520710059172
ilari,50,False,True,2008-01-02T14:43:01.473-05:00,25195,1309,False,False,32,Builder,ilari,2,2275,1159,5.0,0.004314063848144953,0.777120315581854
buzzsaw13,50,False,True,2008-01-02T13:45:22.170-05:00,25146,1309,False,False,32,Builder,buzzsaw13,0,458,401,6.0,0.014962593516209476,0.4319526627218935
roffle,50,False,True,2008-01-02T08:59:59.496-05:00,24998,1309,False,False,32,Builder,roffle,96,463,177,0.0,0.0,0.9625246548323472
Jiggles,50,False,True,2008-01-01T09:56:38.390-05:00,24452,615,False,False,32,Builder,Jiggles,0,339,111,3.0,0.02702702702702703,0.2406311637080868
Silent7,50,False,True,2007-12-31T15:52:59.175-05:00,24094,615,False,False,32,Builder,Silent7,10,436,159,1.0,0.006289308176100629,0.6725838264299803
solomon,50,False,True,2007-12-31T13:52:40.500-05:00,24056,10676,False,False,32,Builder,solomon,1,1541,782,4.0,0.005115089514066497,0.7357001972386588
BrokenEagle98,50,False,True,2007-12-30T23:13:18.602-05:00,23799,13392,False,False,32,Builder,BrokenEagle98,33968,525133,20278,303.0,0.01494230200216984,0.4339250493096647
Ephyon,50,True,True,2007-12-30T13:08:24.815-05:00,23580,360629,False,False,32,Builder,Ephyon,127,7156,1290,2.0,0.0015503875968992248,0.8856015779092702
TehShien,50,False,True,2007-12-30T06:24:10.766-05:00,23421,1,False,False,32,Builder,TehShien,94,260,140,7.0,0.05,0.10453648915187375
0xC0FFEE,50,False,True,2007-12-29T23:34:52.598-05:00,23260,1137,False,False,32,Builder,0xC0FFEE,10,15294,7386,40.0,0.005415651232060655,0.7199211045364892
r0d3n7z,50,False,True,2007-12-29T20:51:23.486-05:00,23205,1,False,False,32,Builder,r0d3n7z,7639,30129,1817,54.0,0.02971931755641167,0.22090729783037477
Algasir,50,False,True,2007-12-29T18:11:15.671-05:00,23152,140,False,False,32,Builder,Algasir,105,9309,1297,22.0,0.016962220508866616,0.3905325443786982
VanillaGUI,50,False,True,2007-12-29T03:09:19.099-05:00,22850,1,False,False,32,Builder,VanillaGUI,3,7033,2976,35.0,0.011760752688172043,0.485207100591716
Stork,50,False,True,2007-12-28T19:05:10.589-05:00,22715,10676,False,False,32,Builder,Stork,1,6167,733,1.0,0.001364256480218281,0.8954635108481263
lolinternet,50,False,True,2007-12-28T02:50:17.094-05:00,22379,10676,False,False,32,Builder,lolinternet,78,546,452,0.0,0.0,0.9625246548323472
Kegura,50,False,True,2007-12-27T06:06:14.615-05:00,21954,1,False,False,32,Builder,Kegura,0,1120,771,13.0,0.016861219195849545,0.39447731755424065
